url,compulsory course,course outcome or overview,topics covered
https://www.sps.nyu.edu/homepage/academics/masters-degrees/ms-in-human-capital-analytics-and-technology.html,Workforce Planning and Financial Management,"Workforce planning and financial management professionals have come to rely on the power of predictive and prescriptive analytics to make decisions and compete successfully in the constantly transforming business environment. This course introduces the student to the strategy and tools used to proactively plan for having the right people, in the right place, at the right time to maximize return and minimize risk. At the end of the course, students will be expected to have learned the fundamental analytical and financial tools and techniques necessary to be an effective strategic and analytical manager. The goal is for students to understand a company's financial decision-making opportunities and processes related to workforce planning (and how they are informed by analytics) and apply these techniques to real-life decisions. Topics include (but are not limited to) forecasting supply and demand of resources by skill; drivers of workforce demand; attrition modelling; skills similarity analysis; skills retraining optimization techniques",
https://www.sps.nyu.edu/homepage/academics/masters-degrees/ms-in-human-capital-analytics-and-technology.html,Human Resources Information Systems,"The management of Human Resources information and technologies are explored to facilitate the specification, development, implementation and maintenance of Human Resources information technology for supporting organization decision-making and strategic planning. Topics include: the role of information within HR organizations; overview of modern hardware and software platforms; systems development architectures; planning, developing and managing IT systems; introduction to databases and data warehouses; decision support; owner and user roles in systems development life cycles; data integrity and privacy. In response to today¿s societal concerns, the course addresses protecting people and information as well as computer security. Substantial use of real-world projects, case studies and hands-on assignments are employed. Upon completion of the course students are expected to have gained an appreciation of the important contribution information technology makes to the success of HR and the organization and how it helps achieve a competitive advantage. More specifically, they will have learned: the strategic role of information technology in HR organizations, typical contributions the human resource information system makes to the organization, major issues in HR IT management, and recent advances and current trends in IT.",
https://www.sps.nyu.edu/homepage/academics/masters-degrees/ms-in-human-capital-analytics-and-technology.html,Business Communications,"In Business Communications, students will review core principles of effective communication such as brevity, getting attention, organization, persuasion, and tone¿and apply them to an oral presentation and business documents (mostly involving human capital analytics). They will tap their critical thinking skills to produce compelling and meaningful content tied to business outcomes.",
https://www.sps.nyu.edu/homepage/academics/masters-degrees/ms-in-human-capital-analytics-and-technology.html,Managing Complex Projects,"This course will provide a framework for understanding and applying the philosophy, methodologies, principles, practices, and knowledge of structured project management. It will focus on the application of this framework to initiate, plan, execute, and manage chartered projects, to address business problems and opportunities that an organization will face. Students will gain both a theoretical as well as practical foundation on which to manage a project. In addition to lectures, facilitated discussions, in-class exercises, and case studies, students will also participate in a simulation project that will run concurrently throughout the course. Upon completion of this course, a student will be able to define a business problem, plan the delivery of a solution, execute that plan, and manage the completion of its deliverables. The content and subject matter are aligned with the current edition of the Project Management Institute¿s (PMI) A Guide to the Project Management Body of Knowledge (PMBOK).",
https://www.sps.nyu.edu/homepage/academics/masters-degrees/ms-in-human-capital-analytics-and-technology.html,Managing the Analytics Function,"The analytics function in organizations is a very complex one, involving many parts, and requires a different method of management than other aspects of HR technology. Analytics is not the transaction processing side of technology, but instead providing information to support decision making. It involves managing data sources and databases, the business intelligence layer, and methods of effectively communicating the findings to executives. Technology and techniques are changing so rapidly, the HR Analytics Manager is tasked with getting the maximal use of existing technology while constantly evaluating new solutions and determining medium and long-term strategy in an environment of uncertainty.",
https://www.sps.nyu.edu/homepage/academics/masters-degrees/ms-in-human-capital-analytics-and-technology.html,Quantitative Methods and Metrics for Decision Making,"In today's business environment, corporate executives and leading professionals must continuously analyze strategic business situations and at times feel limited in their ability to choose appropriate courses of action. In these situations, the executive is expected to utilize sound critical decision making in order to initiate action and move the organization forward, using creative problem solving. The purpose of this course is to provide students with a sound conceptual understanding of the role that Management Science plays in the decision making process. The course will be taught in an applied fashion and whenever possible the ""problem scenario approach"" will be used. Particular attention will be given to problems, opportunities and decisions facing a manager in today¿s business world. More specifically, we will discuss and extensively analyze the topics of descriptive and inferential statistics and decision-making. The course will primarily consist of lectures, outside readings, problems, and case studies designed to provide the student with the tools and techniques required to manage processes efficiently and make decisions effectively. At the completion of this course, the student is expected to have gained a working knowledge and understanding of the mathematical models used in Management, how they are constructed and used in practice, and the important contributions they have made to the success of managerial decision-making.",
https://professional.uchicago.edu/find-your-fit/masters/master-science-analytics,Time Series Analysis and Forecasting,"Time Series Analysis is a science as well as the art of making rational predictions based on previous records. It is widely used in various fields in today’s business settings. For example, airline companies employ time series to predict traffic volume and schedule flights; financial agencies measure market risk via stock price series; marketing analysts study the impact of a newly proposed advertisement by the sales series. A comprehensive knowledge of time series analysis is essential to the modern data scientist/analyst. This course covers important issues in applied time series analysis: a solid knowledge of time series models and their theoretical properties; how to analyze time series data by using mainstream statistical software; practical experience in real data analysis and presentation of their findings in a logical and clear way to various audiences.",
https://professional.uchicago.edu/find-your-fit/masters/master-science-analytics,Statistical Analysis,"This course provides a comprehensive and practical introduction to statistical data analysis. The statistical techniques taught in this course will enable students to analyze complex datasets and formulate and solve real- world problems to facilitate data-driven decisions. Throughout the course, students will learn concepts and fundamentals of statistical inference and regression analysis by studying theory, developing intuition, and working through several practical examples. Students will become proficient in interpreting standard regression output and conducting model selection and validation. Students will also learn the statistical programming language used to construct examples and homework exercises. Examples will be constructed using SAS or R. Students will have many opportunities to apply the new concepts to real data and develop their own statistical routines. The course also addresses the importance of quality control and reproducibility when conducting research and developing work product.",
https://professional.uchicago.edu/find-your-fit/masters/master-science-analytics,Data Mining Principles,"Drawing on statistics of collecting and analyzing data, and machine learning algorithms that learn from experiences, data mining is a process of applying statistics and machine learning algorithms to discover patterns and rules that can generate business values. This course will introduce students to the common algorithms: association and sequence rules discovery, memory-based reasoning, clustering, classification and regression decision trees, logistic models, and neural network models. In addition, students will learn how to compare analytical results and give recommendations during the data mining process. In addition to assignments and tests, students are required to propose and complete a data mining research project of their own design.",
https://professional.uchicago.edu/find-your-fit/masters/master-science-analytics,Machine Learning and Predictive Analytics,"This course in advanced data mining will provide a practical, hands-on set of lectures surrounding modern predictive analytics and machine learning algorithms and techniques. It will emphasize practice over mathematical theory, and students will spend a considerable amount of class time gaining experience with each algorithm using existing packages in R, Python, and Linux libraries. The course will cover the following topics: regression and logistic regression, regularized regression including the lasso and elastic net techniques, support vector machines, neural networks, decision trees, boosted decision trees and random forests, online learning, k-means and special clustering, and survival analysis.",
https://professional.uchicago.edu/find-your-fit/masters/master-science-analytics,Linear and Nonlinear Models for Business Application,"This course concentrates on the following topics: Review of statistical inference based on linear model, extension to the linear model by removing the assumption of Gaussian distribution for the output (Generalized Linear Model), extension to the linear model by allowing a correlation structure for the model residuals (mixed effect models), and extension of the linear model by relaxing the requirement that inputs are combined linearly (nonparametric regression, regime switches). Course emphasizes applications of these models to various fields and covers main steps of building analytics from visualizing data and building intuition about their structure and patterns to selecting appropriate statistical method to interpretation of the results and building analytical model. Topics are illustrated by data analysis projects using R. Familiarity with R at some basic level is not a requirement but recommendation. Students can pick up the programming language by following the descriptions of the examples.",
https://professional.uchicago.edu/find-your-fit/masters/master-science-analytics,Data Engineering Platforms,"Effective data engineering is an essential first step in building an analytics-driven competitive advantage in the market. Modern data engineering platforms reduce manual data preparation by automating processes, which in turn, enable companies to focus on deriving efficiencies in data processing to develop impactful business insights. This course provides students with a thorough understanding of the fundamentals of data engineering platforms, for both operational and analytical use cases, while gaining hands-on expertise in building these platforms in a way to develop analytical solutions effectively. Students will have the opportunity to construct both relational and analytical databases on the cloud or on premise from real-life datasets while using programmatic or configuration driven data pipelines. By the end of the course, students will be able to design and implement an end-to-end data engineering platform capable of supporting sustainable analytics solutions.",
https://professional.uchicago.edu/find-your-fit/masters/master-science-analytics,"Leadership Skills: Teams, Strategies, and Communications","In Leadership Skills: Teams, Strategies, and Communications, students learn how to work effectively in teams to identify, structure, and communicate the business value of data analytics to an organization. The goals of the course are (1) to identify points in an organization that can benefit from analytics; (2) to structure analytic problems from a strategic perspective, thereby identifying business impact; (3) to develop the ability to communicate the power of analytics to others, especially senior leaders; and (4) to work in a team to accomplish these and related goals successfully. At the end of the course, students should have the ability to describe business problems that lend themselves to a data analytics approach, position these problems from the perspective of a coherent business strategy, and represent the power of analytics to a business audience. Students should also understand how to harness the powerful dynamics of a team to achieve excellence in the world of data analytics.",
https://professional.uchicago.edu/find-your-fit/masters/master-science-analytics,Data Science for Consulting,"The demand for analytics and data-driven decision making creates a market demand for expertise driven leadership - evidenced in knowledgeable consultants that bring data science and results-driven impact to clients. The successful data science leader / consultant brings an uncommon combination of deep business acumen, data literacy, leading edge methodology experience, inspirational team leadership, client communication management and organizational change skills. Successful consultants rely on a variety of consulting tools to diagnose organizational problems, identify solutions and deliver those solutions. Understanding the structure of consulting organizations and engagements.
Developing data science solutions to enterprise problems through employing traditional consulting frameworks and best practice tools. Practicing successful project delivery through effective data discovery, communication, influential team leadership and client relationship management.",
https://datascience.duke.edu/,Data Science Ethics,Data Science tools are not morally neutral. This course is designed to help students think explicitly about their social responsibility as data scientists and the impact on the world of what they are building and analyzing.,
https://datascience.duke.edu/,Data Science Dialogues,A series of discussions that give students snapshots of data science projects from practitioners and researchers.,
https://datascience.duke.edu/,Workshops,"A series of workshops to gain soft skills such as interviewing, negotiating, and networking.",
https://datascience.duke.edu/,Unifying Data Science,"This course is focused on how to answer questions effectively using quantitative data. By the end of the course, students will be able to recognize different types of questions (e.g. descriptive, causal, and predictive questions), have an understanding of what methodological approaches are most appropriate for answering each type of question, be able to design and critically evaluate data analysis plans, and understand how to tailor their presentation of results to different audiences.",
https://datascience.duke.edu/,"Data Logic, Visualization and Storytelling",Principles of communicating the implications of a data analysis. Students will cultivate the ability to think critically and skeptically about the questions they need to answer in a data project and the strategies they are using to answer them. Students will learn the principles behind effective data visualization and how to implement them in real analyses using Tableau software.,
https://datascience.duke.edu/,Data Engineering Systems,"Data Engineering Systems is a course about data and how to manage and build systems. Divided into two halves, part 1 focuses on Relational Databases. These systems are the most common type of database used today and are found in applications ranging from holding cell phone contact lists (both Android and iOS use SQLlite3 internally) to managing every aspect of a large bank or insurance company.",
https://datascience.duke.edu/,Practicing Machine Learning,"Automating prediction and decision-making based on data and past experience. Students will learn how and when to apply supervised, unsupervised, and reinforcement learning techniques, and how to evaluate performance. Common pitfalls such as overfitting and data leakage will be explored and how they can be avoided.",
https://datascience.duke.edu/,Introduction to Natural Language Processing,"Introduction to the rich opportunities for using textual data produced by websites, social media platforms, digitization of administrative and historical records, and new monitoring technologies to gain insights and make decisions. ",
https://datascience.duke.edu/,Modeling and Representation of Data,"Statistical models are necessary for analyzing the type of multivariate (often large) datasets that are usually encountered in data science. In this course, you will learn the general work flow for building statistical models and using them to answer inferential questions. You will learn several parametric models such as generalized linear models, models for multilevel data and time series models.",
https://ai.meng.duke.edu/degree,Python and Data Science Math Bootcamp,"This six-week online bootcamp is designed to help students build proficiency in the use of Python for Data Science. It covers foundational concepts and it also provides hands-on experience with critical skills including loading, cleaning, manipulating, visualizing, analyzing and interpreting data. Upon completion of this course, students will be in a position to use their skills to identify, formulate and solve some practical data analysis problems.

The first two modules will provide an introduction to basic Python.  From there, the class will focus on building proficiency with three critical for Data Science Python libraries (Numpy, Pandas, Matplotlib).

The final module will focus on a review of probability and statistics with an emphasis on simulation of chance experiments. Topics for this last module will include discrete distributions, continuous density functions, combinatorics, conditional probabilities and a final review of important densities and functions.",
https://ai.meng.duke.edu/degree,Sourcing Data for Analytics,"In industry, one of the main activities, and challenges, of implementing machine learning applications are collecting data to use in modeling. This course introduces students to both the technical and non-technical (business, regulatory, ethical) aspects of collecting, cleaning, and preparing data for use in machine learning applications. The first segment of the course will be an introduction to numerical programming focused on building skills in working with data via the Numpy and Pandas libraries, two of the most common tools used by teams working with data and modeling. Technical aspects covered will include the types of data, methods of sourcing data via the web, APIs, and from domain-specific sensors and hardware (IoT devices), an increasingly common source of analytics data in technical industries. The course also introduces methods and tools for evaluating the quality of data, performing basic exploratory data analysis, and pre-processing data for use in analytics. Non-technical aspects covered include an introduction to data privacy, GDPR, regulatory issues, bias, and industry-specific concerns regarding data usage.",
https://ai.meng.duke.edu/degree,Modeling Process and Algorithms,"This course is an introduction to the modeling process and best practices in model creation, interpretation, validation, and selection of models for different uses. The primary machine learning algorithms, both supervised and unsupervised, are introduced and explained with the necessary level of mathematical theory to establish students’ intuition for how each algorithm works. The primary focus will be on “traditional” machine learning approaches but it will also introduce deep learning and its applications. At the end of this course, students should have a solid understanding of the end-to-end modeling process and the different types of model algorithms along with the strengths, weaknesses, assumptions, and use cases for each type.",
https://ai.meng.duke.edu/degree,AI in Practice,AI in Practice will cover advanced topics in AI and will consist of two modules focused on 1) Optimization and 2) Reinforcement Learning.  The Optimization module will introduce students to optimization theory and programming and will include case studies on the practical applications of optimization to solve industry problems.  The Reinforcement Learning module will introduce RL and Deep RL theory and programming and will also include an emphasis on applications of reinforcement learning in industry.  ,
https://ai.meng.duke.edu/degree,Business Fundamentals for Engineers,"This comprehensive course examines core and evolving concepts in the business fundamentals of successful technology-based companies including Business Plan Development & Strategies, Marketing, Product & Process Development processes, Intellectual Property, Accounting, Finance, and Operations. Students will learn the fundamentals essential to understanding all aspects of a business and will be able to converse in some depth in each of the areas studied upon completion. Other topics will include Supply Chain Management, Stage-Gate Development Cycles, Balances Scorecards, Blue Ocean Strategy, and Disruptive Technologies.",
https://ai.meng.duke.edu/degree,Industry Seminar Series,"Students will attend a weekly seminar series featuring industry leaders discussing the opportunities, challenges and learnings they have gained from applying AI to products and services in their industry. Speakers will present live in-classroom or via video conference.  The emphasis in the selection of speakers will be placed on representing more traditional industries that are poised to be disrupted by AI such as agriculture, health care/biotech, energy and environment, and manufacturing.  The seminar series will reinforce the concepts learned in the core courses and expand students’ intuition for the opportunities to apply AI within more complex and/or traditional industries.",
https://ai.meng.duke.edu/degree,Management of High-Tech Industries,"Decision making in complex environments; emphasis on project analysis, complex investment analyses, strategic decision making where outcomes depend on high technology, and the role of decisions in product development. Management in high tech firms; emphasis on management of professionals, management of project-based and team-based organizational structures, and the role of the manager in expertise-driven organizations.",
https://ai.meng.duke.edu/degree,Building Products Using Deep Learning,"This course builds on the previous semester's core courses by bringing together the various aspects of a machine learning-based product implementation, including opportunity identification, data sourcing, business planning, and model prototyping and evaluation. The course is intended to be hands-on and includes a significant team project prototyping the use of a deep learning model within a new or existing industry product/service to create an additional value-add for the product. In addition to project-based learning, a number of industry-focused case examples will be used to strengthen each student's understanding of the applications for deep learning, including natural language processing, computer vision, and analysis of structured and time-series data. The course will reinforce students’ skills across all aspects of the product development process using AI and will build a solid understanding of the applications of deep learning in particular.",
https://ai.meng.duke.edu/degree,"Legal, Societal and Ethical Implications of AI","Deploying AI within products and services has implications well beyond the technical considerations, which often include change management of operational workflows or staffing levels, data privacy considerations, bias risks and other ethical implications, and industry-specific regulations on the use of data and models operationally.  This course will introduce students to the key areas of consideration when deploying products that contain AI:

Legal implications and industry regulation
Ethical considerations
Change management and organizational/societal implications
Case studies will be used extensively to provide real-world examples.",
https://ai.meng.duke.edu/degree,Operationalizing AI,"Deploying AI in production requires consideration of factors such as online model training, scaling, integration with software/hardware products, monitoring/support, security and failure resiliency.  This course introduces students via readings and real-world case studies to methods and best practices in deploying AI operationally within products and services, including both technology and support infrastructure considerations. The course will also introduce, although not go into deep technical detail on, the available technologies for working with Big Data in certain industries which require specialized infrastructure and tools due to the volume of data.",
https://engineering.jhu.edu/ams/data-science-masters-program/,Introduction to Data Science,,
https://engineering.jhu.edu/ams/data-science-masters-program/,Statistics,[Group of courses to choose from],
https://engineering.jhu.edu/ams/data-science-masters-program/,Machine Learning,[Group of courses to choose from],
https://engineering.jhu.edu/ams/data-science-masters-program/,Optimization,[Group of courses to choose from],
https://engineering.jhu.edu/ams/data-science-masters-program/,Computing,[Group of courses to choose from],
https://e-catalogue.jhu.edu/business/degrees-certificates/business-analytics-risk-management-master-science/#text,Accounting and Financial Reporting,"This course emphasizes the vocabulary, methods, and processes by which business transactions are communicated. Topics include the accounting cycle; basic business transactions involving assets, liabilities, equity, revenues, and expenses; as well as preparation and understanding of financial statements, including balance sheets, statements of income, and cash flows.",
https://e-catalogue.jhu.edu/business/degrees-certificates/business-analytics-risk-management-master-science/#text,Business Analytics,"Business analytics makes extensive use of data and modeling to drive decision making in organizations. To become a leader in a data driven world, it is therefore critical to acquire hands-on experience of both data-related (statistical) and modelling skills. This class focuses on the latter: it introduces students to analytical frameworks used for decision making to make sense of the data. The methodologies covered include Linear and Integer Linear Programming, Decision Analysis, Foundations of utility and risk, and Monte Carlo Simulation. For each topic/methodology students are first exposed to the basic mechanics of the framework, and then apply the methodology to several business problems using software.",
https://e-catalogue.jhu.edu/business/degrees-certificates/business-analytics-risk-management-master-science/#text,Business Communication,"This course refines students’ skills in business writing, public speaking, and interpersonal communication. Through analyses and practice of communication strategies adopted by successful business professionals, students learn to write clearly and concisely, deliver compelling presentations, and construct effective arguments.",
https://e-catalogue.jhu.edu/business/degrees-certificates/business-analytics-risk-management-master-science/#text,Business Leadership and Human Values,"This foundational course develops students’ capacities for ?understanding themselves as moral agents in a complex environment of competing values and often ambiguous ethical challenges inherent in business. Through a rigorously discursive exploration of human moral capabilities, value systems, ethical frameworks, and contemporary ethical dilemmas, students clarify their personal moral compass and develop a toolkit of knowledge and practices for sound ethical leadership in business and society?.",
https://e-catalogue.jhu.edu/business/degrees-certificates/business-analytics-risk-management-master-science/#text,Corporate Finance,"This course is designed to introduce students to the basic, yet fundamental, issues of modern finance. The goal of the course is to provide students with the basic tools needed to successfully complete more advanced finance courses. This course deals primarily with a firm’s investment and financing decisions, and its interactions with the capital markets. Students are taught the fundamental principles of financial valuation and analysis, which provide a solid foundation for all other finance courses.",
https://e-catalogue.jhu.edu/business/degrees-certificates/business-analytics-risk-management-master-science/#text,Information Systems,"This course addresses how markets, market mechanisms, and channels of product and service delivery are impacted and often transformed by information and communication technologies. Students will learn how technology, brought together with people and processes into systems, contributes to leveraging the creation of business value. The course considers different elements of the information architecture of the corporation and its impact on the nature of the work and the structure of the corporation.",
https://e-catalogue.jhu.edu/business/degrees-certificates/business-analytics-risk-management-master-science/#text,Marketing Management,"This course covers principles of market-driven managerial decision making that determine competitiveness in dynamic consumer and organizational markets. Particular areas of emphasis include industry analyses, dynamics of competition, market segmentation, target marketing, channels of distribution, and product and pricing decisions. In-depth analytical skills are developed through case analyses, class discussions, and applied projects.",
https://e-catalogue.jhu.edu/business/degrees-certificates/business-analytics-risk-management-master-science/#text,Operations Management,"Within a manufacturing or service organization, operations provide the power necessary for orchestrating technology and resources in creating products and services to meet the needs of end consumers. Operations management, accordingly, consists of ideas for shaping and innovating an organization’s business model. This course provides a conceptual and actionable introduction to operations management and covers a ?wide? range of topics,? including operations strategy, process ?mapping and ?design, queuing theory, inventory management, lean manufacturing, and revenue management?, unified by a thought framework known as ""the operations prism""? (flows, variability, and buffers).?? ?By ?taking ?a process view of value-added functions that lead to an understanding of how to make ?operations ?design choices,? ??students will acquire analytical and strategic thinking skills crucial for ?managing? 21st-century ?operations.",
https://e-catalogue.jhu.edu/business/degrees-certificates/business-analytics-risk-management-master-science/#text,Statistical Analysis,"Students learn statistical techniques for further study in business, economics, and finance. The course covers sampling distributions, probability, confidence intervals, hypothesis testing, regression and correlation, basic modeling, analysis of variance, and chi-square testing. The course emphasizes statistics to solve management problems. Case studies, spreadsheets, and Excel Add-in Data Analysis ToolPak computer software are used.",
https://e-catalogue.jhu.edu/business/degrees-certificates/business-analytics-risk-management-master-science/#text,Advanced Business Analytics,"This course trains decision makers to function in the face of multi-dimensional uncertainty, through the development and use of optimization models. Mathematical abstractions are created which deal with issues including resource allocation, scheduling, pricing, and other responses to the realization of a variety of “known unknowns”. Topics include linear programming, dynamic programming, multi-criteria optimization, and non-linear optimization.",
https://e-catalogue.jhu.edu/business/degrees-certificates/business-analytics-risk-management-master-science/#text,Data Analytics,"This course prepares students to gather, describe, and analyze data, using advanced statistical tools to support operations, risk management, and responses to disruptions. Analysis is done targeting economic and financial decisions in complex systems that involve multiple partners. Topics include probability, statistics, hypothesis testing, regression, clustering, decision trees, and forecasting.",
https://e-catalogue.jhu.edu/business/degrees-certificates/business-analytics-risk-management-master-science/#text,Simulation and Strategic Options,"In this course we draw from Economics, Monte Carlo Simulation, and Decision Theory to build a framework for the assessment and control of quantifiable risks. In the process we introduce the logic of real options and analysis of contingent claims. From this base we cover several classic problems including retirement planning, insurance valuation, market entry, and product introductions. The unifying theme is the application of rigorous approaches to thinking through ""optionality"" in the real world as a means to manage risks.",
https://www.marshall.usc.edu/programs/specialized-masters-programs/master-science-business-analytics,Data Driven Decision Making,Data analysis technologies for business decision making; principles and techniques of statistical inference for business problem solving; foundations of data-driven regression and time series analytics.,
https://www.marshall.usc.edu/programs/specialized-masters-programs/master-science-business-analytics,Business Analytics,"Foundational knowledge for business analytics, including strategies, methods, and tools integrated with hands-on skills for defining business analytics for data-driven decision making and innovation.",
https://www.marshall.usc.edu/programs/specialized-masters-programs/master-science-business-analytics,Statistical Computing and Data Visualization,"Data cleaning and reshaping; good vs. bad graphics; univariate, bivariate, trivariate, hypervariate and time series graphics; interactive graphics; web-related computing.",
https://www.marshall.usc.edu/programs/specialized-masters-programs/master-science-business-analytics,"The Analytics Edge: Data, Models, and Effective Decisions","Decision making under uncertainty using real data applying the most advanced optimization, statistical and probability methods.",
https://www.marshall.usc.edu/programs/specialized-masters-programs/master-science-business-analytics,SQL Databases for Business Analysts ,SQL; relational database systems; data storage; data manipulation; data aggregation.,
https://www.marshall.usc.edu/programs/specialized-masters-programs/master-science-business-analytics,Applied Modern Statistical Learning Methods,"Overview of highly computational modern statistical learning methods; applications of logistic regression, neural networks, LASSO, trees, boosting and GAM, etc., to finance and marketing data.",
https://www.marshall.usc.edu/programs/specialized-masters-programs/master-science-business-analytics,Communication for Management,,
https://www.marshall.usc.edu/programs/specialized-masters-programs/master-science-business-analytics,NoSQL Databases in Big Data ,NoSQL; semi-structured and unstructured databases; data storage; data manipulation; distributed databases.,
https://www.marshall.usc.edu/programs/specialized-masters-programs/master-science-business-analytics,Data Analytics Driven Dynamic Strategy & Execution,Advanced applications of data analytics in dynamic strategy formulation and execution; analytics and business methods for data connected enterprises to continuously enhance their competitive advantage.,
https://viterbigradadmission.usc.edu/programs/masters/msprograms/biomedical-engineering/ms-bme-biomedical-data-analytics/,Physiological Control Systems,"Application of control theory to physiological systems; static analysis of closed-loop systems; time-domain analysis of linear control identification methods; nonlinear control.
Recommended Preparation: Exposure to Ordinary Differential Equations, Laplace Transforms and Matlab/Simulink programming",
https://viterbigradadmission.usc.edu/programs/masters/msprograms/biomedical-engineering/ms-bme-biomedical-data-analytics/,Signal and Systems Analysis,"Classification; representation; statistical analysis; orthogonal expansions; least-squares estimation; harmonic analysis; Fourier, Laplace and Z transforms; the linear system; filtering; modeling and simulation; linear control theory.",
https://viterbigradadmission.usc.edu/programs/masters/msprograms/biomedical-engineering/ms-bme-biomedical-data-analytics/,Physiological Signals and Data Analytics,"Application of linear time- and frequency-domain techniques, adaptive filtering, nonlinear dynamics and machine learning approaches to the analysis of physiological signals.",
https://viterbigradadmission.usc.edu/programs/masters/msprograms/biomedical-engineering/ms-bme-biomedical-data-analytics/,Data Analytics in Biomedical Engineering,"Presentation and application of advanced computational/mathematical methodologies for analysis of biomedical time-series data, emphasizing predictive analytics to advance biomedical science and improve clinical support systems.",
https://viterbigradadmission.usc.edu/programs/masters/msprograms/biomedical-engineering/ms-bme-biomedical-data-analytics/,"Medical Diagnostics, Therapeutics and Informatics Applications","Picture archive communication system (PACS) design and implementation; clinical PACS-based imaging informatics; telemedicine/teleradiology; image content indexing, image data mining; grid computing in large-scale imaging informatics; image-assisted diagnosis, surgery and therapy.",
https://viterbigradadmission.usc.edu/programs/masters/msprograms/computer-science/ms-cs-data-science/,Foundations of Artificial Intelligence,"Foundations of symbolic intelligent systems, search, logic, knowledge representation, planning, learning.",
https://viterbigradadmission.usc.edu/programs/masters/msprograms/computer-science/ms-cs-data-science/,Analysis of Algorithms,"Explores fundamental techniques such as recursion, Fourier transform ordering, dynamic programming for efficient algorithm construction. Examples include arithmetic, algebraic, graph, pattern matching, sorting, searching algorithms.",
https://viterbigradadmission.usc.edu/programs/masters/msprograms/computer-science/ms-cs-data-science/,Database Systems,"Database system architecture; conceptual database models; semantic, object-oriented, logic-based, and relational databases; user and program interfaces; database system implementation; integrity, security, concurrency and recovery.",
https://viterbigradadmission.usc.edu/programs/masters/msprograms/computer-science/ms-cs-data-science/,Data Systems,[Group of courses to choose from],
https://viterbigradadmission.usc.edu/programs/masters/msprograms/computer-science/ms-cs-data-science/,Data Analysis,[Group of courses to choose from],
https://viterbigradadmission.usc.edu/programs/masters/msprograms/data-science/ms-applied-data-science/,Foundations of Data Management,"Function and design of modern storage systems, including cloud; data management techniques; data modeling; network attached storage, clusters and data centers; relational databases; the map-reduce paradigm.",
https://viterbigradadmission.usc.edu/programs/masters/msprograms/data-science/ms-applied-data-science/,Machine Learning for Data Science,Practical applications of machine learning techniques to real-world problems. Uses in data mining and recommendation systems and for building adaptive user interfaces.,
https://viterbigradadmission.usc.edu/programs/masters/msprograms/data-science/ms-applied-data-science/,Foundations and Applications of Data Mining,Data mining and machine learning algorithms for analyzing very large data sets. Emphasis on Map Reduce. Case studies.,
https://viterbigradadmission.usc.edu/programs/masters/msprograms/data-science/master-communication-data-science/,Innovation and the Information Economy,"Analysis of the innovation dynamics fueled by the information and communication technology revolution; economic, technological, institutional and personal underpinnings of innovation and entrepreneurship.",
https://viterbigradadmission.usc.edu/programs/masters/msprograms/data-science/master-communication-data-science/,Theoretical Approaches to Multidisciplinary Design Projects,"Focuses on theories and research in communication and social sciences to bridge disciplines to produce a proposal, business plan, publication, or a research project.",
https://viterbigradadmission.usc.edu/programs/masters/msprograms/data-science/master-communication-data-science/,Principles of Programming for Data Science,"Programming in Python for retrieving, searching and analyzing data from the Web. Learning to manipulate large data sets.",
https://viterbigradadmission.usc.edu/programs/masters/msprograms/data-science/master-communication-data-science/, Introduction to Computational Thinking and Data Science,"Introduction to data analysis techniques and associated computing concepts for non-programmers. Topics include foundations for data analysis, visualization, parallel processing, metadata, provenance and data stewardship. Recommended preparation: mathematics and logic undergraduate courses.",
https://viterbigradadmission.usc.edu/programs/masters/msprograms/data-science/master-communication-data-science/,Data Science at Scale,Fundamentals of big data informatics techniques. Data lifecycle; the data scientist; machine learning; data mining; NoSQL databases; tools for storage/processing/analytics of large data set on clusters; in-data techniques.,
https://viterbigradadmission.usc.edu/programs/masters/msprograms/data-science/master-communication-data-science/,Data Science Core,[Group of courses to choose from],
https://viterbigradadmission.usc.edu/programs/masters/msprograms/data-science/master-communication-data-science/,Communication Core,[Group of courses to choose from],
https://viterbigradadmission.usc.edu/programs/masters/msprograms/data-science/ms-in-environmental-data-science/,Principles of Programming for Data Science,"Programming in Python for retrieving, searching and analyzing data from the Web. Learning to manipulate large data sets.",
https://viterbigradadmission.usc.edu/programs/masters/msprograms/data-science/ms-in-environmental-data-science/,Introduction to Computational Thinking and Data Science,"Introduction to data analysis techniques and associated computing concepts for non-programmers. Topics include foundations for data analysis, visualization, parallel processing, metadata, provenance and data stewardship. Recommended preparation: mathematics and logic undergraduate courses.",
https://viterbigradadmission.usc.edu/programs/masters/msprograms/data-science/ms-in-environmental-data-science/,Data Science at Scale,Fundamentals of big data informatics techniques. Data lifecycle; the data scientist; machine learning; data mining; NoSQL databases; tools for storage/processing/analytics of large data set on clusters; in-data techniques.,
https://viterbigradadmission.usc.edu/programs/masters/msprograms/data-science/ms-in-environmental-data-science/,Interdisciplinary Approaches to Environmental Studies,Students will develop advanced skills to address complex environmental issues that society faces today. Different approaches for studying environmental processes and resources will be examined.,
