url,compulsory course,course outcome or overview,topics covered
https://www.iitg.ac.in/ds/,Data Structures and Algorithms,,"Review of fundamental Data Structures Models of Computation: random access machines, space and time complexity measures, lower and upper bounds Design techniques: the greedy method, divide-and-conquer, dynamic programming, backtracking; Sorting and Searching Graph algorithms Hashing: separate chaining, linear probing, quadratic probing Search Trees: binary search trees, AVL trees, B-trees."
https://www.iitg.ac.in/ds/,Databases,,"Data Models: Data models with emphasis on the relational model, Database Design: Database design with E-R model, From E-R model to relational database design, Algebra: Relational algebra and calculus SQL queries, constraints, triggers, Database application development: Stored procedures"
https://www.iitg.ac.in/ds/,Data structures and Databases Lab,,
https://www.iitg.ac.in/ds/,Numerical Computations Lab,,
https://www.iitg.ac.in/ds/,Python Programming Lab,,
https://www.iitg.ac.in/ds/,Stochastic Models,,"Stochastic Processes: Definition and classification of random processes; Discrete-time Markov chains; Poisson process; Continuous-time Markov chains; Bayesian statistics; Monte Carlo; Gibbs Sampler: data augmentation, burn-in, convergence; Metropolis-Hastings algorithm: independent sampler, random walk Metropolis, scaling, multi-modality; Approximate Bayesian Computation."
https://www.iitg.ac.in/ds/,Optimization Techniques,,"optimization - sequences and limits, derivative matrix, level sets and gradients, Taylor series; unconstrained optimization - necessary and sufficient conditions for optima, convex sets, convex functions, optima of convex functions, steepest descent, Newton and quasi Newton methods, conjugate direction methods; constrained optimization - linear and non-linear constraints, equality and inequality constraints, optimality conditions, constrained convex optimization, projected gradient methods, penalty methods"
https://www.iitg.ac.in/ds/,Machine Learning,,"Introduction to learning; Bayesian Classification; Feature Selection; PCA; K-Means Clustering; DBSCAN; Hierarchical Agglomerative Clustering; GMM; Mean-shift Clustering; Multilayer Perceptron; RBF Networks; Classification Performance Analysis; Decision Trees; SVM; Introduction to Multiple Kernel Learning; Ensemble Methods – Bagging and Boosting, Hidden Markov Models; Introduction to CNN and RNN; Introduction to Reinforcement Learning"
https://www.iitg.ac.in/ds/,Machine Learning Lab,,
https://www.iitg.ac.in/ds/,R Programming Lab,,
https://www.iitg.ac.in/ds/,Data Visualization Lab,,
https://manipal.edu/doc/program-list/msc-business-analytics.html,Fundamentals of Business Analytics,,
https://manipal.edu/doc/program-list/msc-business-analytics.html,Managerial Economics,,
https://manipal.edu/doc/program-list/msc-business-analytics.html,Research Tools and Techniques,,
https://manipal.edu/doc/program-list/msc-business-analytics.html,Analytics Using R,,
https://manipal.edu/doc/program-list/msc-business-analytics.html,Data Visualisation,,
https://manipal.edu/doc/program-list/msc-business-analytics.html,Financial Management,,
https://manipal.edu/doc/program-list/msc-business-analytics.html,Business Econometrics,,
https://manipal.edu/doc/program-list/msc-business-analytics.html,Applied Multivariate Data Analysis,,
https://manipal.edu/doc/program-list/msc-business-analytics.html,Prescriptive Analytics,,
https://manipal.edu/doc/program-list/msc-business-analytics.html,Database Management,,
https://manipal.edu/doc/program-list/msc-business-analytics.html,Analytics using python,,
https://manipal.edu/doc/program-list/msc-business-analytics.html,Time series Analysis,,
https://manipal.edu/doc/program-list/msc-business-analytics.html,Financial Analysis,,
https://manipal.edu/doc/program-list/msc-business-analytics.html,Marketing Analytics,,
https://manipal.edu/doc/program-list/msc-business-analytics.html,Data Warehousing and Mining,,
https://manipal.edu/doc/program-list/msc-business-analytics.html,Artificial Intlelligence and Machine Learning,,
https://www.scmhrd.edu/mba-ba-admissions,Database Technologies,,
https://www.scmhrd.edu/mba-ba-admissions,Analytics Foundations,,
https://www.scmhrd.edu/mba-ba-admissions,Quantitative Methods,,
https://www.scmhrd.edu/mba-ba-admissions,Basics of Financial Management,,
https://www.scmhrd.edu/mba-ba-admissions,Business Communication,,
https://www.scmhrd.edu/mba-ba-admissions,Essentials of Marketing Management,,
https://www.scmhrd.edu/mba-ba-admissions,Financial Accounting,,
https://www.scmhrd.edu/mba-ba-admissions,Management of Operations,,
https://www.scmhrd.edu/mba-ba-admissions,Managerial Economics,,
https://www.scmhrd.edu/mba-ba-admissions,Human Resource Management,,
https://www.scmhrd.edu/mba-ba-admissions,Spreadsheet Modelling,,
https://www.scmhrd.edu/mba-ba-admissions,Research Methodology,,
https://www.scmhrd.edu/mba-ba-admissions,Business Research Methods,,
https://www.scmhrd.edu/mba-ba-admissions,Cloud and Big data,,
https://www.scmhrd.edu/mba-ba-admissions,Data Mining,,
https://www.scmhrd.edu/mba-ba-admissions,Project Management,,
https://www.scmhrd.edu/mba-ba-admissions,Macroeconomics for Managers,,
https://www.scmhrd.edu/mba-ba-admissions,Machine learning,,
https://www.scmhrd.edu/mba-ba-admissions,Supply Chain Management,,
https://www.scmhrd.edu/mba-ba-admissions,Visual Analytics,,
https://www.scmhrd.edu/mba-ba-admissions,Digital Marketing,,
https://www.scmhrd.edu/mba-ba-admissions,Financial Statement Analysis,,
https://www.scmhrd.edu/mba-ba-admissions,Social Media Analytics,,
https://www.scmhrd.edu/mba-ba-admissions,Marketing and Sales Analytics,,
https://www.scmhrd.edu/mba-ba-admissions,Financial Analytics,,
https://www.scmhrd.edu/mba-ba-admissions,Consumer Behaviour,,
https://www.scmhrd.edu/mba-ba-admissions,Risk analytics,,
https://www.scmhrd.edu/mba-ba-admissions,HR analytics,,
https://www.scmhrd.edu/mba-ba-admissions,Business Forecasting,,
https://www.scmhrd.edu/mba-ba-admissions,Strategic Management,,
https://www.scmhrd.edu/mba-ba-admissions,Corporate Governance and Ethics,,
https://www.scmhrd.edu/mba-ba-admissions,Digital Transformation,,
https://www.sitpune.edu.in/mtech_AI,,,
https://sig.ac.in/datascience,Mathematics for Spatial Sciences,,
https://sig.ac.in/datascience,Applied Statistics,,
https://sig.ac.in/datascience,Intro to Geospatial Technology,,
https://sig.ac.in/datascience,Programming for Spatial Sciences,,
https://sig.ac.in/datascience,Principles and practices of Data Protection,,
https://sig.ac.in/datascience,Python for Geospatial Technology,,
https://sig.ac.in/datascience,Business Communication,,
https://sig.ac.in/datascience,Research Methodology in GIS,,
https://sig.ac.in/datascience,Spatial Big Data and Storage Analytics,,
https://sig.ac.in/datascience,Data Mining and Algorithms,,
https://sig.ac.in/datascience,Machine learning,,
https://sig.ac.in/datascience,Advance Python Programming for Spatial Analytics,,
https://sig.ac.in/datascience,Image Analytics,,
https://sig.ac.in/datascience,Cyber Security,,
https://sig.ac.in/datascience,Spatial Data Base Management,,
https://sig.ac.in/datascience,Data Driven Governance,,
https://sig.ac.in/datascience,Spatial Modelling,,
https://sig.ac.in/datascience,Web Analytics,,
https://sig.ac.in/datascience,Artificial Intelligence,,
https://sig.ac.in/datascience,Predictive Analytics and Development,,
https://dsa.iiita.ac.in/,Statistical Foundations for Data Science,,
https://dsa.iiita.ac.in/,Mathematical Foundation for Data science,,
https://dsa.iiita.ac.in/,Advance Programming,,
https://dsa.iiita.ac.in/,Fundamentals of Data Analytics,,
https://dsa.iiita.ac.in/,Optimization and Bio-inspired Computing,,
https://dsa.iiita.ac.in/,Information Systems,,
https://dsa.iiita.ac.in/,Big Data for Data science,,
https://dsa.iiita.ac.in/,Machine Learning with Large Dataset,,
https://dsa.iiita.ac.in/,Exploratory Data Analysis,,
https://dsa.iiita.ac.in/,Knowledge Engineering,,
https://www.amrita.edu/program/m-tech-artificial-intelligence,Advanced Data structures and Algorithms,,
https://www.amrita.edu/program/m-tech-artificial-intelligence,Mathematics for Artificial Intelligence,,
https://www.amrita.edu/program/m-tech-artificial-intelligence,Foundations of Artificial Intelligence,,
https://www.amrita.edu/program/m-tech-artificial-intelligence,Amrita Values Program,,
https://www.amrita.edu/program/m-tech-artificial-intelligence,Career Competency,,
https://www.amrita.edu/program/m-tech-artificial-intelligence,Negotiated Studies,,
https://www.amrita.edu/program/m-tech-artificial-intelligence,Research Methodology,,
https://www.amrita.edu/program/m-tech-artificial-intelligence-data-science,Linear Algebra and Optimization,,
https://www.amrita.edu/program/m-tech-artificial-intelligence-data-science,Data Structures and Algorithms,,
https://www.amrita.edu/program/m-tech-artificial-intelligence-data-science,Foundations of Data Science,,
https://www.amrita.edu/program/m-tech-artificial-intelligence-data-science,Principles of AI and Machine Learning,,
https://www.amrita.edu/program/m-tech-artificial-intelligence-data-science,Distributed System Technologies,,
https://www.amrita.edu/program/m-tech-artificial-intelligence-data-science,Amrita Values Program,,
https://www.amrita.edu/program/m-tech-artificial-intelligence-data-science,Career Competency,,
https://www.amrita.edu/program/m-tech-artificial-intelligence-data-science,ANN and Deep Learning,,
https://www.amrita.edu/program/m-tech-artificial-intelligence-data-science,Scalable systems for Deep Learning,,
https://www.amrita.edu/program/m-tech-artificial-intelligence-data-science,Probabilistic Graphical Models,,
https://www.amrita.edu/program/m-tech-artificial-intelligence-data-science,Data Science applications of NLP,,
https://www.amrita.edu/program/m-tech-artificial-intelligence-data-science,Data science applications of vision,,
https://www.amrita.edu/program/m-tech-artificial-intelligence-data-science,Research Methodology,,
https://www.amrita.edu/program/m-tech-artificial-intelligence-data-science,Foundation Maths,,
https://www.amrita.edu/program/m-tech-artificial-intelligence-data-science,Softcore algorithms,,
https://www.amrita.edu/program/m-tech-computational-engineering-networking,Computational Linear Algebra and Optimization for Data Sciences,,
https://www.amrita.edu/program/m-tech-computational-engineering-networking,Introduction to Machine Learning,,
https://www.amrita.edu/program/m-tech-computational-engineering-networking,Algorithms and Structures for Data Science,,
https://www.amrita.edu/program/m-tech-computational-engineering-networking,Real Time Operating System for Embedded Computing,,
https://www.amrita.edu/program/m-tech-computational-engineering-networking,Embedded Computing for Data Science,,
https://www.amrita.edu/program/m-tech-computational-engineering-networking,Research Methodology,,
https://www.amrita.edu/program/m-tech-computational-engineering-networking,Career Competency,,
https://www.amrita.edu/program/m-tech-computational-engineering-networking,Machine Learning for Signal Processing and Pattern Classification,,
https://www.amrita.edu/program/m-tech-computational-engineering-networking,Probabilistic Graphical Models,,
https://www.amrita.edu/program/m-tech-computational-engineering-networking,Scientific Computing,,
https://www.amrita.edu/program/m-tech-computational-engineering-networking,Computer Networks and IOT,,
https://www.amrita.edu/program/m-tech-computational-engineering-networking,Big Data Framework for Data Science,,
https://iith.ac.in/academics/assets/files/pdf/july-2021/AI-MTech Brochure 2021.pdf,Basics of Machine Learning,,
https://iith.ac.in/academics/assets/files/pdf/july-2021/AI-MTech Brochure 2021.pdf,Probability and Random Processes,,
https://iith.ac.in/academics/assets/files/pdf/july-2021/AI-MTech Brochure 2021.pdf,Stochastic Processes,,
https://iith.ac.in/academics/assets/files/pdf/july-2021/AI-MTech Brochure 2021.pdf,Linear Algebra,,
https://iith.ac.in/academics/assets/files/pdf/july-2021/AI-MTech Brochure 2021.pdf,Advanced Data structures and Algorithms,,
https://iith.ac.in/academics/assets/files/pdf/july-2021/AI-MTech Brochure 2021.pdf,Introduction to Modern AI,,
https://iith.ac.in/academics/assets/files/pdf/july-2021/AI-MTech Brochure 2021.pdf,Deep Learning,,
http://cs.annauniv.edu/pdf/14.M.E%20Big%20Data%202019.pdf,Advanced Mathematics for Scientific Computing,Formulate and find optimal solution in the real life optimizing/allocation/assignment problems involving conditions and resource constraints.  Simulate appropriate application/distribution problems.  Obtain the value of the point estimators using the method of moments and method of maximum likelihood.  Apply the concept of various test statistics used in hypothesis testing for mean and variances of large and small samples.  Get exposure to the principal component analysis of random vectors and matrices.,"Formulation – Graphical solution – Simplex method – Two phase method –Transportation and Assignment Problems, Discrete Event Simulation – Monte – Carlo Simulation – Stochastic Simulation – Applications to real 
time problems, Estimators: Unbiasedness, Consistency, Efficiency and Sufficiency – Maximum Likelihood Estimation 
– Method of moments.Sampling distributions – Estimation of parameters – Statistical hypothesis – Tests based on Normal, t, 
Chi-square and F distributions for mean, variance and proportion, Tests for independence of attributes 
and goodness of fit., Random vectors and Matrices – Mean vectors and Covariance matrices – Multivariate Normal density 
and its properties – Principal components: Population principal components – Principal components 
from standardized variables."
http://cs.annauniv.edu/pdf/14.M.E%20Big%20Data%202019.pdf,Data Structures and Algorithms,Analyze algorithms.  Determine algorithm correctness.  Choose appropriate data structures for the problems to be solved.  Design algorithms for problems from different domains.  Identify various research strategies on algorithmic design.,"Properties of Big-oh Notation –Conditional Asymptotic Notation – Algorithm Analysis – Amortized Analysis – Introduction to NP-Completeness/NP-Hard – Recurrence Equations – Solving Recurrence Equations – Time-Space Tradeoff., Binary Search Trees – AVL Trees – Red-Black trees – Multi-way Search Trees –B-Trees – Splay 
Trees – Tries., Min/Max heaps – Deaps – Leftist Heaps – Binomial Heaps – Fibonacci Heaps – Skew Heaps –
Lazy Binomial Heaps , Segment Trees – 1-Dimensional Range Searching – k-d Trees – Line Segment Intersection –
Computing the Overlay of Two Subdivisions – Range Trees – Voronoi Diagram, Approximation Algorithms: Vertex Cover & Euclidean Travelling Salesperson Problem –
Randomized Algorithms: Closest Pair Problem & Minimum Spanning Trees – Online Algorithm: 
Euclidean Spanning Tree."
http://cs.annauniv.edu/pdf/14.M.E%20Big%20Data%202019.pdf,Multi core architectures," Identify the limitations of ILP and the need for multicore architectures.  Discuss the issues related to multiprocessing and suggest solutions.  Point out the salient features of different multicore architectures and how they exploit parallelism.  Point out the various optimizations that can be performed to improve the memory hierarchy design.  Point out the salient features of vector, GPU and domain specific architectures.","Fundamentals of Computer Design – Measuring and Reporting Performance – Instruction Level Parallelism and its Exploitation – Concepts and Challenges – Limitations of ILP – Multithreading – SMT and CMP Architectures – The Multicore era., ntroduction – Optimizations of Cache Performance – Memory Technology and Optimizations –
Protection: Virtual Memory and Virtual Machines – Design of Memory Hierarchies – Case Studies, Symmetric and Distributed Shared Memory Architectures – Cache Coherence Issues –
Performance Issues – Synchronization Issues – Models of Memory Consistency – Interconnection
Networks – Buses, Crossbar and Multi-stage Interconnection Networks, Homogeneous and Heterogeneous Multi-core Architectures – Intel Multicore Architectures – SUN 
CMP architecture – IBM Cell Architecture. Introduction to Warehouse- Scale computers, Cloud 
Computing – Architectures and Issues – Case Studies, Vector Architecture – SIMD Extensions for Multimedia – Graphics Processing Units – Case 
Studies – GPGPU Computing – Detecting and Enhancing Loop Level Parallelism – Introduction to 
Domain Specific Architectures."
http://cs.annauniv.edu/pdf/14.M.E%20Big%20Data%202019.pdf,Big Data Mining and Analytics,Design algorithms by employing Map Reduce technique for solving Big Data problems.  Identify similarities using appropriate measures.  Point out problems associated with streaming data and handle them.  Discuss algorithms for link analysis and frequent itemset mining.  Design solutions for problems in Big Data by suggesting appropriate clustering techniques.,"Introduction to Statistical modeling – Machine Learning – Computational approaches to modeling –
Summarization – Feature Extraction – Statistical Limits on Data Mining – Distributed File 
Systems– Map-reduce – Algorithms using Map Reduce – Efficiency of Cluster Computing 
Techniques, Nearest Neighbor Search – Shingling of Documents – Similarity preserving summaries – Locality 
sensitive hashing for documents – Distance Measures – Theory of Locality Sensitive Functions –
LSH Families – Methods for High Degree of Similarities, Stream Data Model – Sampling Data in the Stream – Filtering Streams – Counting Distance
Elements in a Stream – Estimating Moments – Counting Ones in Window – Decaying Windows, Page Rank –Efficient Computation – Topic Sensitive Page Rank – Link Spam – Market Basket 
Model – Apriori algorithm – Handling Larger Datasets in Main Memory – Limited Pass Algorithm –
Counting Frequent Item sets, Introduction to Clustering Techniques – Hierarchical Clustering –Algorithms – K-Means – CURE –
Clustering in Non – Euclidean Spaces – Streams and Parallelism – Case Study: Advertising on 
the Web – Recommendation Systems"
http://cs.annauniv.edu/pdf/14.M.E%20Big%20Data%202019.pdf,Research Methodology and IPR,". Ability to formulate research problem 2. Ability to carry out research analysis 3. Ability to follow research ethics 4. Ability to understand that today’s world is controlled by Computer, Information Technology, but tomorrow world will be ruled by ideas, concept, and creativity 5. Ability to understand about IPR and filing patents in R & D.",
http://cs.annauniv.edu/pdf/14.M.E%20Big%20Data%202019.pdf,Data structures and algorithms Lab,"Achieve programming skill to convert a problem to a programming logic.  Apply suitable data structure for the problem in hand.  Implement heap and various tree structures like AVL, Red-black, B- Tree and segment trees.  Understand the usage of data structures for geometric problems.  Understand the importance of height balancing in search structures.",
http://cs.annauniv.edu/pdf/14.M.E%20Big%20Data%202019.pdf,Big Data Computing Lab,Set up single and multi-node Hadoop Clusters.  Apply Map Reduce technique for various algorithms.  Design new algorithms that uses Map Reduce to apply on Unstructured and structured data.  Develop Scalable machine learning algorithms for various Big data applications using Mahout.  Represent NoSQL data.,
http://cs.annauniv.edu/pdf/14.M.E%20Big%20Data%202019.pdf,Advanced Operating Systems,Identify the features of distributed operating systems.  Demonstrate the various protocols of distributed operating systems.  Identify the different features of real time operating systems.  Discuss the features of mobile operating systems.  Discuss the features of cloud operating systems.,"Distributed Operating Systems – Issues – Communication Primitives – Limitations of a Distributed System – Lamport’s Logical Clocks – Vector Clocks – Causal Ordering of Messages, Distributed Mutual Exclusion Algorithms – Classification – Preliminaries –Simple Solution –
Lamport’s Algorithm – Ricart-Agrawala Algorithm – Suzuki-Kasami’s Broadcast Algorithm –
Raymond’s Tree-Based Algorithm – Distributed Deadlock Detection – Preliminaries – Centralized 
Deadlock Detection Algorithms – Distributed Deadlock Detection Algorithms – Path Pushing 
Algorithm – Edge Chasing Algorithm – Hierarchical Deadlock Detection Algorithms – Agreement 
Protocols – Classification – Solutions to the Byzantine Agreement Problem – Lamport-Shostak_x0002_Pease Algorithm, Distributed File Systems – Design Issues – Google File System – Hadoop Distributed File System 
– Distributed Shared Memory – Algorithms for Implementing Distributed Shared Memory – Load 
Distributing Algorithms – Synchronous and Asynchronous Check Pointing and Recovery – Fault 
Tolerance – Two-Phase Commit Protocol – Nonblocking Commit Protocol, Basic Model of Real - Time Systems – Characteristics – Application of Real Time Systems – 
Real - Time Task Scheduling – Handling Resource Sharing, Android – Overall Architecture – Linux Kernel –Hardware Support – Native User-Space – Dalvik 
and Android’s Java – System Services – Introduction to Cloud Operating Systems"
http://cs.annauniv.edu/pdf/14.M.E%20Big%20Data%202019.pdf,Big Data Query Languages,"Design applications using R, HADOOP.  Design applications using RHADOOP& RHIPE.  Develop analytic applications for data Streams.  Develop Pig scripts for Big data applications.  Design Big data applications schema and use HIVE QL.","Introduction to R – Vectors – Filtering – Matrices – Creating Matrices – Applying Functions to Matrix Rows and Columns – Lists – Creating List – General List Operations – Data Frames – Creating Data Frames – Matrix like Operations in Frames – Applying Functions to Data Frames – Factors and Tables – Math and Simulations in R – Input/Output – Reading and Writing Files – Graphics – Creating Three-Dimensional Plots – Linear Models – Non-linear models – Clustering, Features of R Language - HADOOP Features – HDFS and Map Reduce architecture – R and
Hadoop Integrated Programming Environment- RHIPE Introduction – Architecture of RHIPE –
RHIPE function reference. RHADOOP Introduction – Architecture of RHADOOP – RHADOOP
function reference, SQL on HADOOP., IBM Pure Data Systems – Netezza‟s Design Principles – The Netezza Appliance – Extending the
Netezza Analytics – Real-Time Analytical Processing – Info Sphere Streams Basics – InfoSphere
Streams Working – enterprise class – industry use cases – Indexing Data from Multiple Sources –
Creating Information Dashboards, Introduction – installation and execution – PIG Data Model – PIG Latin – Input, Output- Relational
Operators – User Defined Functions – Join Implementations – Integrating Pig with Legacy Code
and Map Reduce –Developing and Testing Pig Latin Scripts – Embedding Pig Latin in Python –
Evaluation Function in Java- Load Functions – Store Functions, Introduction – Data Types and File Formats – Databases in Hive – HiveQL: Data Definition – Data
Manipulation – Queries – Views – Indexes – Schema Design"
http://cs.annauniv.edu/pdf/14.M.E%20Big%20Data%202019.pdf,Machine Learning,Design a learning model appropriate to the application.  Design a Neural Network for an application of your choice.  Implement Probabilistic Discriminative and Generative algorithms for an application of your choice and analyze the results.  Use a tool to implement typical Clustering algorithms for different types of applications.  Design and implement an HMM for a Sequence Model type of application.  Identify applications suitable for different types of Machine Learning with suitable justification.,"Machine Learning–Types of Machine Learning –Machine Learning process- preliminaries, testing Machine Learning algorithms, turning data into Probabilities, and Statistics for Machine Learning_x0002_Probability theory – Probability Distributions – Decision Theory., Linear Models for Regression – Linear Models for Classification- Discriminant Functions, 
Probabilistic Generative Models, Probabilistic Discriminative Models – Decision Tree Learning –
Bayesian Learning, Naïve Bayes – Ensemble Methods, Bagging, Boosting, Neural Networks , 
Multi-layer Perceptron, Feed- forward Network, Error Back propagation - Support Vector 
Machines, Clustering- K-means – EM Algorithm- Mixtures of Gaussians –Dimensionality Reduction, Linear 
Discriminant Analysis, Factor Analysis, Principal Components Analysis, Independent Components 
Analysis., Graphical Models – Undirected Graphical Models – Markov Random Fields – Directed Graphical 
Models –Bayesian Networks – Conditional Independence properties – Markov Random Fields_x0002_Hidden Markov Models – Conditional Random Fields(CRFs)., Sampling-Basic Sampling methods, Monte Carlo, Gibbs Sampling – Computational Learning 
Theory – Mistake Bound Analysis – Reinforcement learning – Markov Decision processes, 
Deterministic and Non-deterministic Rewards and Actions, Temporal Difference Learning 
Exploration. "
http://cs.annauniv.edu/pdf/14.M.E%20Big%20Data%202019.pdf,Machine Learning Lab,To learn to use Weka tool for implementing machine learning algorithms related to numeric data  To learn the application of machine learning algorithms for text data  To use dimensionality reduction algorithms for image processing applications  To apply CRFs in text processing applications  To use fundamental and advanced neural network algorithms for solving real-world data,
http://cs.annauniv.edu/pdf/14.M.E%20Big%20Data%202019.pdf,Big Data Query Lab,Set up R packages and develop a program using R Programming constructs.  Solve Big Data problems using RHADOOP.  Understand setting up of Pig and solve Big Data problems.  Understand setting up of Hive and perform query processing.  Apply Hadoop Streaming API for Big Data problems.  Apply Sqoop for data loading into HDFS.,
http://cs.annauniv.edu/pdf/14.M.E%20Big%20Data%202019.pdf,Professional Practices,"Identify and formulate the problem  Describe the background of the problem.  Assess the needs of stakeholders.  Make estimates like cost, risk, ROI etc., to justify the business opportunity.  Describe the industry standards and procedures.  Predict the business opportunity.  Suggest system implications.","Identify an Application/Projects (may be of social relevance) – Understand Customer Requirements – Analyze and Understand Customers and Stakeholders – Value Additions – Innovations and Research Component – Preparing Plan / SRS Document Indicating Feasibility, Cost, Risk, ROI and Related Design – Suggest Implementation Methodology – Perform Risk Assessment and Management"
https://www.iitrpr.ac.in/information-about-mtech-artificial-intelligence,Data Structures and Algorithms,,
https://www.iitrpr.ac.in/information-about-mtech-artificial-intelligence,Mathematics for Computer science,,
https://www.iitrpr.ac.in/information-about-mtech-artificial-intelligence,Computer systems,,
https://www.iitrpr.ac.in/information-about-mtech-artificial-intelligence,Software Lab,,
https://www.iitrpr.ac.in/information-about-mtech-artificial-intelligence,Machine Learning,,
https://www.iitrpr.ac.in/information-about-mtech-artificial-intelligence,Artificial Intelligence,,
https://www.iitrpr.ac.in/information-about-mtech-artificial-intelligence,Fundamentals of Data Sciences,,
https://www.iitrpr.ac.in/information-about-mtech-artificial-intelligence,Data Mining,,
https://www.iitrpr.ac.in/information-about-mtech-artificial-intelligence,Deep Learning,,
https://vit.ac.in/sites/default/files/M.Sc.Data-Science-AY-2019-2020.pdf,Foundations of Data Science,"1. Apply data visualisation in big-data analytics 2. Utilise EDA, inference and regression techniques 3. Utilize Matrix decomposition techniques to perform data analysis 4. Apply data pre-processing techniques 5. Apply Basic Machine Learning Algorithms","Big Data and Data Science - Big Data Analytics, Business intelligence vs Big data, big data frameworks, Current landscape of analytics, data visualisation techniques, visualisation software, Exploratory Data Analysis (EDA), statistical measures, Basic tools (plots, graphs and 
summary statistics) of EDA, Data Analytics Lifecycle, Discovery, Developing Initial Hypotheses, Identifying Potential Data Sources, EDA case study, 
testing hypotheses on means, proportions and variances, Regression models: Simple linear regression, least-squares principle, MLR, logistic 
regression, Multiple correlation, Partial correlation, Matrices to represent relations between data, Linear algebraic operations on matrices –
Matrix decomposition: Singular Value Decomposition (SVD) and Principal Component 
Analysis (PCA)., Data cleaning - Data integration - Data Reduction - Data Transformation and Data 
Discretization, Feature Generation and Feature Selection, Feature Selection 
algorithms: Filters- Wrappers - Decision Trees - Random Forests, Classifiers - Decision tree - Naive Bayes - k-Nearest Neighbors (k-NN), k-means – SVM 
Association Rule mining – Ensemble methods, Skillsets required for a Data Scientist"
https://vit.ac.in/sites/default/files/M.Sc.Data-Science-AY-2019-2020.pdf,Resarch Methodology,,
https://vit.ac.in/sites/default/files/M.Sc.Data-Science-AY-2019-2020.pdf,English for Science and Technology,"1. Make effective presentations and display their interpersonal skills in academic and professional contexts. 2. Emerge as good listeners and critically evaluate oral communication. 3. Excel in reading, comprehending and interpreting technical reports, texts and data. 4. Able to write effectively in English and also display their proof-reading abilities. 5. Face real interviews and handle personal and professional conflicts effectively.",
https://vit.ac.in/sites/default/files/M.Sc.Data-Science-AY-2019-2020.pdf,Essentials for Business Etiquettes - Soft Skills, Enabling students to use relevant aptitude and appropriate language to express themselves  To communicate the message to the target audience clearly,
https://vit.ac.in/sites/default/files/M.Sc.Data-Science-AY-2019-2020.pdf,Preparing for Industry,"Enabling students to simplify, evaluate, analyze and use functions and expressions to simulate real situations to be industry-ready.",
https://vit.ac.in/sites/default/files/M.Sc.Data-Science-AY-2019-2020.pdf,Matrix Theory and Linear Algebra,"1. Understand basic matrix properties like rank, determinant, inverse and a special type of matrices 2. Introduce Gaussian / Gauss-Jordan elimination methods, LU factorisation technique 3. Use computational techniques for singular value decomposition (Computational and Algebraic Skills). 4. Understand the concepts of vector space and subspaces. 5. Find the matrix representation of a linear transformation given bases of the relevant vector spaces. 6. Compute inner products on a real vector space and compute angle and orthogonality in inner product spaces. 7. Understand the use of linear algebra and matrices in several important, modern applications of research and industrial problems involving statistics.","Algebra of Matrices, Trace and Rank of a Matrix and their properties, Determinants, Inverse, Eigen values and Eigen vectors, symmetric, orthogonal and idempotent matrices and their properties, Gauss elimination, row canonical form, diagonal form, triangular form, Gauss-Jordan-LU 
decomposition, solving systems of linear equations., Spectral decomposition, singular value decomposition, Quadratic forms, definiteness and related 
results with proofs., Vector Spaces, Subspaces, Basis and dimension of a vector space, linear dependence and linear 
independence, spanning set., Linear transformation, kernel, range, Matrix Representation of a linear transformation, rank_x0002_nullity theorem, change of basis and similar matrices., Inner-product spaces, orthogonal sets and bases, Orthogonal Projection, Gram-Schmidt 
orthogonalization process., Generalized inverses (g-inverses), Methods of constructing g-inverses, general solution to a 
system of linear equations. Sparse matrices, Linear Discriminant Analysis and Canonical 
Correlation Analysis., Applications into linear models, Regression analysis and Multivariate analysis using computer 
software packages."
